"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000256092",201.870028641294,0.724086267807847,0.182152440746047,3.97516643116164,7.03300556982492e-05,0.0488541420236223,NA,NA
"ENSG00000236682",81.6288582342851,3.73720475230333,0.945721509589655,3.95169689428433,7.75989884349611e-05,0.0525558548922882,"MAP3K2-DT","100506922"
"ENSG00000163220",1832.4931850609,-2.12896479014985,0.539637662262595,-3.94517458478254,7.97418581609713e-05,0.0526899190107042,"S100A9","6280"
"ENSG00000170419",28.0378153270356,3.90107609399327,0.990740833561704,3.93753438017583,8.23231399208567e-05,0.0531003853237126,"VSTM2A","222008"
"ENSG00000064270",1008.48291489562,0.576585689378136,0.146780525779086,3.92821654179065,8.55781397921428e-05,0.0533716243100306,"ATP2C2","9914"
"ENSG00000261399",85.1368465156925,2.04584670088448,0.521217901087707,3.92512746898196,8.66838237658759e-05,0.0533716243100306,NA,NA
"ENSG00000125965",11.3467640421217,1.52686038160218,0.390635688396089,3.90865562711722,9.28111515237929e-05,0.0558743756873572,"GDF5","8200"
"ENSG00000006327",1766.84372822047,-1.82857444120472,0.469631469074138,-3.89363695071306,9.87524095056761e-05,0.0581587288243103,"TNFRSF12A","51330"
"ENSG00000198053",2366.43841816244,-0.902025945181568,0.232665255924927,-3.87692585038404,0.000105784579533246,0.0609746817901101,"SIRPA","140885"
"ENSG00000197191",159.279890229968,1.09080334243615,0.282023316173787,3.86777716550209,0.000109831959590492,0.061988700359709,"CYSRT1","375791"
"ENSG00000141505",293.566623535925,0.925107746589391,0.239499834492723,3.86266549431582,0.000112156535298907,0.0620088305669937,"ASGR1","432"
"ENSG00000183019",34.7027863301752,-1.87526054502982,0.490129564754204,-3.82605066064571,0.000130215503122165,0.0705533639016515,"MCEMP1","199675"
"ENSG00000120694",9043.75389778439,-2.02310583560596,0.531219429579186,-3.80841837281552,0.000139858498650927,0.0717918726992999,"HSPH1","10808"
"ENSG00000205108",11.9835575424032,-2.46665651638411,0.648243798810495,-3.80513708100308,0.000141725677841897,0.0717918726992999,"FAM205A","259308"
"ENSG00000158158",1681.63074663239,0.635134105579433,0.166947619748509,3.8043915003772,0.000142153202455775,0.0717918726992999,"CNNM4","26504"
"ENSG00000175911",47.7451676357189,-1.76167440628355,0.464123880499387,-3.7956986923147,0.000147228224661442,0.0717918726992999,NA,NA
"ENSG00000248668",5.23218227743182,2.02729436910608,0.534783311601057,3.79087066691868,0.00015012011435988,0.0717918726992999,"OXCT1-AS1","100874002"
"ENSG00000203280",48.7514480350312,0.889105421948987,0.234582390459086,3.79016268104769,0.000150548652616733,0.0717918726992999,"KIAA1671-AS1","100128531"
"ENSG00000240875",437.812423351553,1.25830069103111,0.332063784244805,3.78933431085476,0.000151051520573626,0.0717918726992999,"LINC00886","730091"
"ENSG00000243176",30.0476713597921,1.12371489448157,0.297446755170397,3.77786906378532,0.000158175998560869,0.0738818271898707,NA,NA
"ENSG00000184557",7263.2724567926,-1.5814221032171,0.420830928445093,-3.75785617530588,0.000171375331220135,0.074061527188527,"SOCS3","9021"
"ENSG00000165698",1448.5626788094,0.678526794033004,0.180704747578227,3.75489190586578,0.000173416303633342,0.074061527188527,"SPACA9","11092"
"ENSG00000123453",202.293010684643,1.03039667137584,0.27504829096526,3.74623913407986,0.000179505484307297,0.074061527188527,"SARDH","1757"
"ENSG00000206140",61.0738997058419,0.957177730353707,0.255518426050035,3.74602233251967,0.00017966060425633,0.074061527188527,"TMEM191C","645426"
"ENSG00000272247",9.98007688326397,1.58280844340668,0.422768296505018,3.74391470810749,0.000181175176679503,0.074061527188527,NA,NA
"ENSG00000242419",19.7086865734326,-1.21117800976825,0.323563563785605,-3.74324598109194,0.000181658237804749,0.074061527188527,"PCDHGC4","56098"
