"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000101342",207.309121093716,-0.900493752018066,0.246308800097399,-3.65595444280505,0.00025622685958555,0.168825548545985,"TLDC2","140711"
"ENSG00000178104",5400.5091199406,-0.569350852435095,0.155795142381676,-3.65448398282064,0.000257699749736286,0.168825548545985,"PDE4DIP","9659"
"ENSG00000125965",11.3467640421217,1.38736121601302,0.381157118531381,3.63986699594803,0.00027277890358275,0.170388799213285,"GDF5","8200"
"ENSG00000128683",35.2413521830364,-1.69207345284642,0.466393720774214,-3.62799364030368,0.000285632295123719,0.170388799213285,"GAD1","2571"
"ENSG00000165030",2540.57688726306,-0.961612274538143,0.265279752735554,-3.62489886477214,0.000289074554122417,0.170388799213285,"NFIL3","4783"
"ENSG00000167207",101.360367805912,-1.18174188113212,0.32654218456476,-3.61895625432663,0.000295793630089444,0.170388799213285,"NOD2","64127"
"ENSG00000239975",5.08566836491719,-3.80175373956734,1.05203843744989,-3.61370231755284,0.000301855611565183,0.170388799213285,NA,NA
"ENSG00000150991",27320.1521096026,-1.01023253305556,0.279703466709131,-3.61179839828773,0.000304080924843622,0.170388799213285,"UBC","7316"
"ENSG00000174885",30.703275661439,-1.92085191637816,0.532017465739296,-3.61050536885838,0.00030560097550179,0.170388799213285,"NLRP6","171389"
"ENSG00000241307",1.65603832626669,3.5516086838346,0.984715603663276,3.60673545805726,0.000310073494312868,NA,NA,NA
"ENSG00000134516",473.676033909286,-1.10150653941523,0.306862515141379,-3.5895767161647,0.000331215347495106,0.173233987289156,"DOCK2","1794"
"ENSG00000137801",9605.9929747874,-1.90398656201669,0.5313626308996,-3.58321502359553,0.000339391001636655,0.173233987289156,"THBS1","7057"
"ENSG00000138496",2844.64492769191,-0.728377424131992,0.203718694593561,-3.57540787106051,0.000349682302991621,0.173233987289156,"PARP9","83666"
"ENSG00000019169",115.484459398295,-2.54154489275404,0.710841928226751,-3.57540093209487,0.000349691578322935,0.173233987289156,"MARCO","8685"
"ENSG00000140030",46.8933888259666,-1.10297925670425,0.308871222613463,-3.57100039094472,0.000355620364259499,0.173233987289156,"GPR65","8477"
"ENSG00000162706",231.710732357728,-1.1578384373473,0.324729278703593,-3.56554986963203,0.000363094107706704,0.173233987289156,"CADM3","57863"
"ENSG00000108691",2094.95252893723,-1.95144815181895,0.547779548467955,-3.56246989738265,0.000367382045488658,0.173233987289156,"CCL2","6347"
"ENSG00000124762",7540.80288006808,-1.2249664505401,0.345728608647281,-3.54314459348037,0.000395385851594843,0.173233987289156,"CDKN1A","1026"
"ENSG00000260604",67.7878931818157,-2.42745146484943,0.686567586200082,-3.53563365594427,0.000406798401631681,0.173233987289156,NA,NA
"ENSG00000272247",9.98007688326397,1.45892374524042,0.412868743257128,3.53362604718136,0.000409900584784333,0.173233987289156,NA,NA
"ENSG00000142102",21629.1085712386,-1.48276096510987,0.41967197153709,-3.53314270590698,0.000410650743224886,0.173233987289156,"PGGHG","80162"
"ENSG00000239636",12.0837320186416,-1.33417284834128,0.377917125160785,-3.530331809583,0.000415038802643921,0.173233987289156,NA,NA
"ENSG00000264608",130.31341575212,0.620019193336265,0.175706782804394,3.52871518925084,0.000417582286817284,0.173233987289156,NA,NA
"ENSG00000076382",1510.68759799607,0.759337732432102,0.21531752976581,3.52659503969785,0.000420940057936579,0.173233987289156,"SPAG5","10615"
"ENSG00000121440",503.060609551321,-1.00717068860659,0.285740222822425,-3.52477743125615,0.000423838737696781,0.173233987289156,"PDZRN3","23024"
"ENSG00000125657",26.196855661067,-1.95428525933327,0.555933925066416,-3.51531930543687,0.000439225543440058,0.173233987289156,"TNFSF9","8744"
"ENSG00000178732",29.1586080653692,1.16817661462861,0.332412176259259,3.51424134872096,0.000441011923790026,0.173233987289156,"GP5","2814"
"ENSG00000259001",39.0568236044915,2.16050639747417,0.614999104368233,3.51302364853618,0.000443038042393613,0.173233987289156,NA,NA
"ENSG00000163508",50.1816785085545,-1.81219827991249,0.515954872231493,-3.51231934699012,0.000444213884941928,0.173233987289156,"EOMES","8320"
"ENSG00000188389",111.233046764806,-1.25051148557825,0.356212098070222,-3.51058117439832,0.000447128268172584,0.173233987289156,"PDCD1","5133"
"ENSG00000137218",1044.62246851293,0.518773239671391,0.147834141206232,3.50915719087981,0.000449529140838108,0.173233987289156,"FRS3","10817"
"ENSG00000146267",144.98590928708,-1.10053235305918,0.314148943922204,-3.50321837571326,0.000459672444837061,0.174575600245727,"FAXC","84553"
"ENSG00000162687",858.803814293758,-1.24974217057574,0.357307280609259,-3.49766780135225,0.000469345351740307,0.175414190619765,"KCNT2","343450"
"ENSG00000213937",71.6613092223436,-2.38938167780547,0.684398933239722,-3.4912118674629,0.000480834790082285,0.175414190619765,"CLDN9","9080"
"ENSG00000182326",24885.8848276029,-0.705533668985042,0.202124700201476,-3.49058609997576,0.00048196228676295,0.175414190619765,"C1S","716"
"ENSG00000141968",218.078741458791,-1.04974456576617,0.301679227939237,-3.4796713480638,0.000502029221086562,0.17549878543344,"VAV1","7409"
"ENSG00000115165",344.632770308095,-1.48573923266805,0.426988058975189,-3.47958028670395,0.000502199868510391,0.17549878543344,"CYTIP","9595"
"ENSG00000255026",1754.47128562948,-1.86347780840267,0.53572716444787,-3.47840828703021,0.000504401008384015,0.17549878543344,NA,NA
"ENSG00000122224",115.022264345924,-1.89025341848485,0.543803886288658,-3.47598365172675,0.000508983312075613,0.17549878543344,"LY9","4063"
"ENSG00000198885",46.3076667170446,-0.979571135906869,0.28234261640218,-3.4694413064145,0.000521542008665038,0.177493614767108,"ITPRIPL1","150771"
"ENSG00000113946",54.361221511032,-1.73957092407652,0.502322243609101,-3.46305772083274,0.000534073812579957,0.178486295669321,"CLDN16","10686"
"ENSG00000228933",7.28301070274131,-2.17869309996581,0.629489813512627,-3.46104583934163,0.000538081181372883,0.178486295669321,NA,NA
"ENSG00000163060",14.5212807864852,1.42499795783434,0.412402388023345,3.45535816284768,0.000549562255753361,0.18001598640021,"TEKT4","150483"
"ENSG00000233608",168.803844288485,-1.04381484167493,0.303385211828476,-3.44055939768439,0.000580513003194344,0.180496873363993,"TWIST2","117581"
"ENSG00000166889",2984.29538269113,-0.295327360343616,0.0859544880822141,-3.43585735815377,0.000590681880663782,0.180496873363993,"PATL1","219988"
"ENSG00000087589",30.1998120508654,-1.35903453346557,0.395728642876084,-3.43425869704137,0.000594176832951691,0.180496873363993,"CASS4","57091"
"ENSG00000237945",210.169527385225,-1.29321354382072,0.376971664331755,-3.43053249403547,0.000602397818972605,0.180496873363993,"LINC00649","100506334"
"ENSG00000187231",2257.7236526637,-0.572701872778773,0.166955380348502,-3.43026904304202,0.000602983049953626,0.180496873363993,"SESTD1","91404"
"ENSG00000230725",12.7201208624339,1.56073740517906,0.455044365683024,3.42985766417827,0.000603897946776333,0.180496873363993,"LOC284798","284798"
"ENSG00000272944",39.7063225796986,1.08541399810177,0.316546633837206,3.42892288868874,0.00060598167058859,0.180496873363993,NA,NA
"ENSG00000077713",667.002377592614,-0.45138031961727,0.131658040269015,-3.42842957934792,0.000607084010200457,0.180496873363993,"SLC25A43","203427"
"ENSG00000272551",10.7732062921888,-2.48724741363838,0.726083215433022,-3.425567980049,0.00061351538250863,0.180496873363993,NA,NA
"ENSG00000205045",76.1811029670304,-1.08949310970148,0.318587378482157,-3.41976231102482,0.000626758731757096,0.180496873363993,"SLFN12L","100506736"
"ENSG00000122870",1158.01979678958,-0.929405631652398,0.271776241090209,-3.41974569934502,0.000626797003477328,0.180496873363993,"BICC1","80114"
"ENSG00000214274",160.485196310761,-0.538198450795883,0.1577744102354,-3.41118974866007,0.000646800630294935,0.181178397753466,"ANG","283"
"ENSG00000082397",1377.73210421029,-0.903795092924665,0.265489480751669,-3.40425952232002,0.000663436880166091,0.181178397753466,"EPB41L3","23136"
"ENSG00000159261",2.53408912349997,-3.16000510174045,0.928702826027156,-3.40260093237624,0.000667476959355594,NA,"CLDN14","23562"
"ENSG00000184254",127.791546851978,-1.35404226192523,0.398083071402615,-3.40140628727155,0.000670401096466149,0.181178397753466,"ALDH1A3","220"
"ENSG00000092009",6.39813569015022,-2.72603875438204,0.802081254230435,-3.39870647768419,0.000677053356681373,0.181178397753466,"CMA1","1215"
"ENSG00000244575",90.456255849924,-3.95334642259312,1.1631944804268,-3.39869771488473,0.000677075047550251,0.181178397753466,NA,NA
"ENSG00000140067",93.0307100264085,1.6156171440981,0.47603420695196,3.39390976636507,0.000689023914709159,0.181178397753466,"FAM181A","90050"
"ENSG00000135077",169.725858440485,-0.999140171623705,0.294536476559655,-3.3922459564065,0.000693221823861747,0.181178397753466,"HAVCR2","84868"
